Date,Age,Social media,Time spent,Exposed to inappropriate content on these platforms (out of 10)?,Have you ever been a victim of any of these cyber crimes?,Which type of communication do you generally prefer?,Gender,Year
02-03-2019 18:09,18,Snapchat,2,1,None of the above,face to face,Female,2019
02-03-2019 18:10,19,Snapchat,2,3,None of the above,face to face,Male,2019
02-03-2019 18:10,19,Whatsapp,3,0,None of the above,face to face,Male,2019
02-03-2019 18:11,19,Youtube,4,1,None of the above,"face to face, through phone",Male,2019
02-03-2019 18:11,18,Whatsapp,3,6,None of the above,through social media,Male,2019
02-03-2020 18:11,18,Instagram,4,6,Hacking,"face to face, through phone",Male,2020
02-03-2020 18:11,30,Snapchat,2,5,None of the above,"face to face, Text message",Male,2020
02-03-2020 18:12,18,Hike,2,2,None of the above,face to face,Male,2020
02-03-2020 18:12,19,Youtube,3,3,None of the above,face to face,Male,2020
02-03-2020 18:13,18,Youtube,3,3,None of the above,Text message,Male,2020
02-03-2020 18:13,19,Whatsapp,5,0,None of the above,face to face,Male,2020
02-03-2020 18:13,19,Instagram,5,6,None of the above,face to face,Male,2020
02-03-2020 18:14,18,Hike,1,0,None of the above,face to face,Male,2020
02-03-2020 18:15,19,Snapchat,2,2,None of the above,face to face,Female,2020
02-03-2020 18:15,18,Snapchat,2,0,None of the above,"face to face, through social media",Male,2020
02-03-2020 18:15,21,Whatsapp,4,9,Fake profiles,"face to face, through social media",Female,2020
02-03-2020 18:15,19,Snapchat,3,9,Fake profiles,face to face,Male,2020
02-03-2020 18:15,19,Snapchat,3,9,Fake profiles,face to face,Male,2020
02-03-2020 18:16,18,Youtube,3,3,Hacking,"face to face, through phone",Male,2020
02-03-2020 18:17,19,Hike,2,0,None of the above,face to face,Female,2020
02-03-2020 18:17,19,Snapchat,3,4,None of the above,face to face,Male,2020
02-03-2020 18:17,30,Twitter,2,0,None of the above,"face to face, through phone",Male,2020
02-03-2020 18:17,21,Instagram,8,3,None of the above,"Text message, through social media",Female,2020
02-03-2020 18:17,20,Snapchat,3,7,None of the above,Text message,Male,2020
02-03-2020 18:17,20,Whatsapp,3,3,None of the above,face to face,Male,2020
02-03-2020 18:17,17,Hike,2,4,None of the above,face to face,Female,2020
02-03-2020 18:17,18,Whatsapp,4,10,Fake profiles,face to face,Male,2020
02-03-2020 18:17,20,Facebook,3,9,None of the above,through phone,Male,2020
02-03-2020 18:18,18,Snapchat,3,2,None of the above,Text message,Male,2020
02-03-2020 18:18,18,Youtube,3,9,None of the above,through phone,Female,2020
02-03-2020 18:18,18,Snapchat,2,4,None of the above,face to face,Male,2020
02-03-2020 18:20,20,Whatsapp,4,3,None of the above,through social media,Male,2020
02-03-2020 18:20,19,Snapchat,3,8,Fake profiles,"face to face, through social media",Male,2020
02-03-2020 18:20,19,Instagram,5,4,None of the above,Text message,Male,2020
02-03-2020 18:20,19,Snapchat,3,4,None of the above,face to face,Female,2020
02-03-2020 18:21,20,Youtube,2,0,None of the above,face to face,Male,2020
02-03-2020 18:22,21,Snapchat,2,7,None of the above,"face to face, through phone",Male,2020
02-03-2020 18:22,18,Twitter,1,5,None of the above,face to face,Male,2020
02-03-2020 18:22,19,Facebook,3,7,None of the above,face to face,Male,2020
02-03-2020 18:22,19,Snapchat,3,5,None of the above,face to face,Male,2020
02-03-2020 18:22,19,Whatsapp,4,2,None of the above,face to face,Male,2020
02-03-2020 18:23,19,Hike,1,5,None of the above,through phone,Female,2020
02-03-2020 18:24,16,Snapchat,2,7,Fake profiles,face to face,Male,2020
02-03-2020 18:24,19,Youtube,3,3,None of the above,face to face,Male,2020
02-03-2020 18:24,30,Whatsapp,3,5,None of the above,face to face,Male,2020
02-03-2020 18:26,19,Snapchat,4,5,None of the above,"face to face, through phone, through social media",Male,2020
02-03-2020 18:26,18,Facebook,3,5,None of the above,through social media,Male,2020
02-03-2020 18:26,19,Snapchat,4,6,Photos being misused,face to face,Female,2020
02-03-2020 18:27,19,Facebook,3,7,None of the above,"face to face, through phone, Text message, through social media",Female,2020
02-03-2020 18:27,19,Whatsapp,4,5,None of the above,face to face,Male,2020
02-03-2020 18:28,19,Youtube,3,4,None of the above,face to face,Male,2020
02-03-2020 18:28,18,Whatsapp,4,1,None of the above,face to face,Female,2020
02-03-2021 18:28,20,Instagram,4,6,None of the above,Text message,Male,2021
02-03-2021 18:29,18,Whatsapp,3,4,None of the above,through social media,Male,2021
02-03-2021 18:29,20,Hike,1,4,None of the above,face to face,Male,2021
02-03-2021 18:30,18,Snapchat,3,5,Hacking,"face to face, through phone, Text message, through social media",Female,2021
02-03-2021 18:30,18,Instagram,4,0,None of the above,face to face,Male,2021
02-03-2021 18:30,19,Snapchat,2,2,None of the above,face to face,Male,2021
02-03-2021 18:31,19,Whatsapp,4,5,None of the above,face to face,Male,2021
02-03-2021 18:31,19,Snapchat,3,7,None of the above,face to face,Female,2021
02-03-2021 18:33,20,Twitter,2,5,None of the above,"face to face, through phone",Female,2021
02-03-2021 18:33,20,Whatsapp,4,3,Fake profiles,face to face,Female,2021
02-03-2021 18:34,18,Snapchat,2,4,None of the above,face to face,Female,2021
02-03-2021 18:35,19,Youtube,4,8,None of the above,face to face,Male,2021
02-03-2021 18:35,20,Twitter,2,6,None of the above,face to face,Male,2021
02-03-2021 18:35,19,Snapchat,2,2,Fake profiles,"face to face, through phone, Text message",Male,2021
02-03-2021 18:36,19,Facebook,3,3,None of the above,face to face,Male,2021
02-03-2021 18:37,18,Whatsapp,3,3,None of the above,face to face,Male,2021
02-03-2021 18:37,20,Instagram,5,0,None of the above,face to face,Female,2021
02-03-2021 18:39,18,Snapchat,2,3,None of the above,face to face,Male,2021
02-03-2021 18:41,19,Hike,1,1,None of the above,face to face,Male,2021
02-03-2021 18:41,19,Whatsapp,4,6,None of the above,"face to face, through phone",Female,2021
02-03-2021 18:42,20,Facebook,3,5,None of the above,face to face,Male,2021
02-03-2021 18:44,19,Whatsapp,4,3,None of the above,face to face,Male,2021
02-03-2021 18:45,18,Whatsapp,4,7,None of the above,face to face,Female,2021
02-03-2021 18:46,18,Hike,2,2,None of the above,face to face,Male,2021
02-03-2021 18:46,22,Youtube,3,10,None of the above,through phone,Male,2021
02-03-2021 18:47,21,Youtube,2,0,None of the above,face to face,Male,2021
02-03-2021 18:48,19,Snapchat,2,7,None of the above,through social media,Female,2021
02-03-2021 18:48,19,Instagram,8,5,None of the above,face to face,Male,2021
02-03-2021 18:48,19,Snapchat,2,5,None of the above,face to face,Male,2021
02-03-2021 18:49,19,Snapchat,3,1,None of the above,through phone,Female,2021
02-03-2021 18:49,18,Hike,2,7,None of the above,through phone,Male,2021
02-03-2021 18:49,17,Whatsapp,4,0,None of the above,face to face,Female,2021
02-03-2021 18:50,17,Youtube,4,5,None of the above,face to face,Male,2021
02-03-2021 18:50,18,Youtube,3,7,None of the above,through phone,Male,2021
02-03-2021 18:50,19,Snapchat,2,0,None of the above,face to face,Female,2021
02-03-2021 18:51,18,Facebook,3,0,None of the above,"face to face, through phone, Text message, through social media",Female,2021
02-03-2021 18:51,18,Whatsapp,4,0,None of the above,face to face,Male,2021
02-03-2021 18:51,19,Hike,1,4,None of the above,Text message,Female,2021
02-03-2021 18:52,18,Hike,1,7,None of the above,"face to face, through phone, Text message",Male,2021
02-03-2021 18:52,18,Snapchat,2,4,None of the above,"Text message, through social media",Female,2021
02-03-2021 18:53,18,Facebook,2,6,None of the above,face to face,Male,2021
02-03-2021 18:53,20,Youtube,4,7,None of the above,through phone,Male,2021
02-03-2021 18:54,19,Snapchat,3,5,None of the above,"through phone, through social media",Male,2021
02-03-2021 18:54,19,Snapchat,2,3,None of the above,face to face,Male,2021
02-03-2021 18:54,18,Whatsapp,4,7,None of the above,face to face,Female,2021
02-03-2022 18:55,20,Youtube,3,7,None of the above,face to face,Male,2022
02-03-2022 18:55,19,Hike,1,6,Hacking,through social media,Female,2022
02-03-2022 18:56,19,Snapchat,2,4,None of the above,face to face,Female,2022
02-03-2022 18:59,18,Youtube,4,8,Hacking,"face to face, through phone, Text message, through social media",Female,2022
02-03-2022 19:03,19,Whatsapp,3,2,None of the above,"face to face, through social media",Male,2022
02-03-2022 19:03,20,Instagram,4,3,None of the above,through social media,Male,2022
02-03-2022 19:03,18,Snapchat,3,2,None of the above,"Text message, through social media",Male,2022
02-03-2022 19:05,19,Snapchat,2,5,None of the above,"face to face, through phone, Text message, through social media",Female,2022
02-03-2022 19:06,18,Whatsapp,4,3,None of the above,face to face,Male,2022
02-03-2022 19:07,19,Snapchat,2,7,None of the above,face to face,Male,2022
02-03-2022 19:08,19,Snapchat,2,7,None of the above,"face to face, through phone",Male,2022
02-03-2022 19:09,18,Youtube,4,5,None of the above,Text message,Female,2022
02-03-2022 19:10,18,Instagram,8,5,None of the above,face to face,Male,2022
02-03-2022 19:10,19,Youtube,4,0,None of the above,face to face,Male,2022
02-03-2022 19:10,19,Whatsapp,4,7,Fake profiles,"face to face, through phone",Male,2022
02-03-2022 19:11,18,Facebook,3,6,None of the above,"face to face, through social media",Female,2022
02-03-2022 19:12,19,Youtube,4,7,None of the above,through social media,Male,2022
02-03-2022 19:12,18,Whatsapp,4,7,None of the above,Text message,Male,2022
02-03-2022 19:13,18,Snapchat,1,5,None of the above,Text message,Female,2022
02-03-2022 19:17,18,Whatsapp,4,6,None of the above,Text message,Male,2022
02-03-2022 19:17,18,Snapchat,1,4,None of the above,face to face,Female,2022
02-03-2022 19:17,18,Snapchat,2,2,None of the above,face to face,Female,2022
02-03-2022 19:18,19,Youtube,4,3,None of the above,"face to face, through phone, Text message",Female,2022
02-03-2022 19:19,23,Snapchat,2,2,Photos being misused,through social media,Female,2022
02-03-2022 19:19,19,Hike,1,6,None of the above,face to face,Male,2022
02-03-2022 19:20,19,Youtube,4,0,None of the above,"face to face, Text message",Male,2022
02-03-2022 19:21,19,Instagram,6,3,None of the above,through phone,Female,2022
02-03-2022 19:21,21,Snapchat,1,8,None of the above,"face to face, through phone, Text message",Male,2022
02-03-2022 19:22,18,Snapchat,2,7,None of the above,"face to face, through phone, through social media",Female,2022
02-03-2022 19:22,18,Snapchat,2,6,None of the above,"face to face, through phone, Text message, through social media",Female,2022
02-03-2022 19:23,18,Whatsapp,3,8,None of the above,face to face,Male,2022
02-03-2022 19:24,18,Hike,1,2,Fake profiles,face to face,Female,2022
02-03-2022 19:25,18,Whatsapp,3,5,None of the above,face to face,Male,2022
02-03-2022 19:25,18,Whatsapp,4,7,Hacking,Text message,Male,2022
02-03-2022 19:26,21,Snapchat,1,3,None of the above,"face to face, through phone, Text message, through social media",Female,2022
02-03-2022 19:27,20,Snapchat,2,2,None of the above,face to face,Male,2022
02-03-2022 19:28,19,Whatsapp,3,4,None of the above,Text message,Female,2022
02-03-2022 19:32,21,Hike,1,6,None of the above,"face to face, through social media",Female,2022
02-03-2022 19:33,18,Snapchat,2,10,None of the above,through social media,Male,2022
02-03-2022 19:34,19,Whatsapp,4,5,Fake profiles,through phone,Male,2022
02-03-2022 19:34,19,Snapchat,2,0,None of the above,face to face,Male,2022
02-03-2022 19:36,16,Youtube,4,2,None of the above,through phone,Female,2022
02-03-2022 19:39,17,Snapchat,2,4,None of the above,through phone,Female,2022
02-03-2022 19:41,19,Facebook,2,0,None of the above,through social media,Male,2022
02-03-2022 19:42,18,Snapchat,2,6,None of the above,"face to face, Text message",Male,2022
02-03-2022 19:42,18,Hike,1,2,None of the above,face to face,Female,2022
02-03-2022 19:43,18,Facebook,1,3,None of the above,"face to face, Text message",Male,2022
02-03-2018 19:44,18,Youtube,1,2,None of the above,"face to face, through phone, through social media",Female,2022
02-03-2022 19:45,18,Whatsapp,3,4,None of the above,"face to face, through phone",Male,2022
02-03-2022 19:49,20,Snapchat,2,4,None of the above,face to face,Female,2022
02-03-2022 19:49,22,Youtube,4,4,None of the above,Text message,Male,2022
02-03-2022 19:51,21,Snapchat,2,9,None of the above,"face to face, through phone, Text message, through social media",Female,2022
02-03-2022 19:52,19,Snapchat,1,2,None of the above,face to face,Female,2022
02-03-2022 19:53,17,Youtube,3,0,None of the above,"face to face, Text message",Male,2022
02-03-2022 19:56,21,Snapchat,1,6,Hacking,Text message,Male,2022
02-03-2022 19:57,20,Whatsapp,2,7,Photos being misused,Text message,Female,2022
02-03-2022 19:59,21,Snapchat,1,9,Fake profiles,face to face,Male,2022
02-03-2022 20:01,18,Youtube,3,7,Fake profiles,Text message,Female,2022
02-03-2022 20:01,19,Whatsapp,2,3,None of the above,face to face,Male,2022
02-01-2023 20:01,19,Instagram,5,3,None of the above,face to face,Male,2023
02-03-2023 20:02,18,Youtube,6,10,Hacking,Text message,Female,2023
02-03-2023 20:03,19,Youtube,5,3,None of the above,face to face,Male,2023
02-03-2023 20:03,19,Whatsapp,6,7,"Fake profiles, None of the above",face to face,Female,2023
02-03-2023 20:05,22,Facebook,5,7,"Photos being misused, Fake profiles",through social media,Male,2023
02-03-2023 20:08,20,Youtube,6,3,None of the above,face to face,Male,2023
02-03-2023 20:19,14,Snapchat,4,0,None of the above,through social media,Female,2023
02-03-2023 20:23,23,Snapchat,6,8,Fake profiles,"face to face, through phone",Female,2023
02-03-2023 20:25,19,Whatsapp,5,1,None of the above,face to face,Male,2023
02-03-2023 20:25,16,Youtube,6,9,None of the above,"Text message, through social media",Male,2023
02-03-2023 20:25,18,Facebook,4,2,"Hacking, Photos being misused, Fake profiles",face to face,Female,2023
02-03-2023 20:35,19,Whatsapp,5,4,None of the above,Text message,Male,2023
02-03-2023 20:36,18,Twitter,5,0,None of the above,Text message,Female,2023
02-03-2023 20:37,23,Snapchat,6,0,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-03-2023 20:44,17,Facebook,5,4,None of the above,through social media,Male,2023
02-03-2023 20:48,23,Youtube,5,5,None of the above,"face to face, through phone",Male,2023
02-03-2023 20:55,20,Snapchat,6,1,Hacking,Text message,Female,2023
02-03-2023 21:00,18,Youtube,4,6,None of the above,through social media,Male,2023
02-03-2023 21:09,14,Whatsapp,5,6,None of the above,Text message,Male,2023
02-03-2023 21:11,19,Snapchat,6,1,Fake profiles,"face to face, through phone",Female,2023
02-03-2023 21:13,23,Whatsapp,5,0,None of the above,through social media,Male,2023
02-03-2023 21:27,21,Whatsapp,6,1,None of the above,"face to face, through phone",Female,2023
02-03-2023 21:28,19,Youtube,5,0,None of the above,Text message,Female,2023
02-03-2023 21:31,20,Facebook,6,5,None of the above,"face to face, through phone",Male,2023
02-03-2023 21:36,23,Twitter,6,8,"Hacking, Photos being misused, Fake profiles","face to face, through phone",Female,2023
02-03-2023 21:48,18,Whatsapp,5,0,None of the above,"face to face, through phone",Male,2023
02-03-2023 21:54,19,Hike,6,9,None of the above,"face to face, through phone",Male,2023
02-03-2023 22:01,18,Youtube,6,1,None of the above,through social media,Female,2023
02-03-2023 22:03,18,Hike,5,7,None of the above,face to face,Female,2023
02-03-2023 22:04,19,Facebook,7,4,None of the above,face to face,Male,2023
02-03-2023 22:04,19,Snapchat,5,6,None of the above,face to face,Male,2023
02-03-2023 22:04,19,Snapchat,6,8,"Hacking, Fake profiles","face to face, through phone",Female,2023
02-03-2023 22:10,19,Instagram,6,1,None of the above,"face to face, through phone",Male,2023
02-03-2023 22:14,18,Youtube,5,5,None of the above,face to face,Female,2023
02-03-2023 22:18,19,Snapchat,2,6,None of the above,through phone,Male,2023
02-03-2023 22:18,18,Youtube,5,3,Hacking,"face to face, through phone, through social media",Female,2023
02-03-2023 22:26,16,Snapchat,3,3,None of the above,face to face,Male,2023
02-03-2023 22:29,18,Facebook,5,5,Fake profiles,through social media,Male,2023
02-03-2023 22:49,18,Whatsapp,6,0,None of the above,"face to face, through phone",Female,2023
02-03-2023 23:22,23,Youtube,5,5,None of the above,Text message,Male,2023
02-03-2023 23:24,22,Twitter,4,1,None of the above,face to face,Male,2023
02-03-2023 23:26,19,Instagram,7,2,Fake profiles,face to face,Female,2023
02-03-2023 23:29,21,Youtube,5,5,Fake profiles,face to face,Female,2023
02-04-2023 00:40,19,Snapchat,2,5,Hacking,face to face,Male,2023
02-04-2023 00:56,19,Facebook,5,2,None of the above,face to face,Male,2023
02-04-2023 01:55,18,Snapchat,2,1,None of the above,Text message,Male,2023
02-04-2023 03:17,19,Whatsapp,6,5,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 07:52,19,Whatsapp,6,3,None of the above,"face to face, through phone, Text message, through social media",Female,2023
02-04-2023 07:53,19,Youtube,4,0,None of the above,face to face,Male,2023
02-04-2023 07:58,17,Snapchat,1,0,Fake profiles,"face to face, through phone, Text message",Female,2023
02-04-2023 08:15,20,Facebook,5,0,None of the above,face to face,Male,2023
02-04-2023 08:16,20,Youtube,5,5,None of the above,face to face,,2023
02-04-2023 08:27,20,Snapchat,2,9,None of the above,face to face,Male,2023
02-04-2023 08:57,31,Instagram,5,6,None of the above,Text message,Female,2023
